id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,guests_included
2199072,"Amazing Sunset, Amazing Hanauma Bay",1928202,Meera,East Honolulu,East Honolulu,21.27275,-157.70332,Entire home/apt,120,5,200,11/26/2019,2.82,2,268,Honolulu,2
2250865,Luxury Studio Luana Waikiki #414 100% LEGAL,11497011,Bruce,Primary Urban Center,Primary Urban Center,21.28658,-157.833,Private room,129,3,83,11/13/2019,1.24,2,307,Honolulu,1
2257518,"Ocean view, Central AC, Close to beach ,Parking",11529876,Jenny'S Cottage Waikiki,Primary Urban Center,Primary Urban Center,21.27817,-157.82434,Entire home/apt,109,3,89,8/1/2019,1.25,3,41,Honolulu,2
2286499,"Beautiful , 2bed / 2bath, with Diamond Head views!",2241417,Douglas,Primary Urban Center,Primary Urban Center,21.29809,-157.80285,Entire home/apt,165,7,44,11/28/2019,0.64,2,16,Honolulu,4
2303459,LEGAL RENTAL-BEAUTIFUL OCEAN VIEW LIVING!!!   *111,11763720,Richard,Primary Urban Center,Primary Urban Center,21.27687,-157.82244,Entire home/apt,89,1,177,10/19/2019,2.55,20,351,Honolulu,2
2315252,Spacious Waikiki Banyan 1bd Suite,11822619,Kris,Primary Urban Center,Primary Urban Center,21.27519,-157.82222,Entire home/apt,149,3,147,9/13/2019,2.13,9,304,Honolulu,4
2343812,Central Waikiki Beach Studio,11969196,Paula And Jim,Primary Urban Center,Primary Urban Center,21.27988,-157.8268,Entire home/apt,130,1,79,11/23/2019,1.21,1,85,Honolulu,2
2496300,KV202A Waikiki 2450 Prince Edward St Honolulu,12370863,Diana,Primary Urban Center,Primary Urban Center,21.27541,-157.82368,Entire home/apt,89,2,149,10/21/2019,2.19,9,263,Honolulu,1
2496505,TROPICAL STUDIO IN WAIKIKI (4)~FREE PARKING #1506,3152360,Nikodem,Primary Urban Center,Primary Urban Center,21.2793,-157.82699,Entire home/apt,175,1,50,11/11/2019,0.73,14,1,Honolulu,2
2521484,"Amazing Ilikai Ocean Front, Lagoon/Ocean View",12909122,Patricia,Primary Urban Center,Primary Urban Center,21.28478,-157.83926,Entire home/apt,249,6,26,10/24/2019,0.4,2,244,Honolulu,2
2530337,Cozy 1-bedroom in Makiki-Punchbowl,6685693,Maya,Primary Urban Center,Primary Urban Center,21.31008,-157.85041,Entire home/apt,115,2,120,11/24/2019,1.8,1,78,Honolulu,1
2532804,Enjoy Sauna and Lomilomi!,7324234,Karen Lucky,Primary Urban Center,Primary Urban Center,21.30635,-157.81459,Private room,85,30,190,11/26/2019,2.79,5,309,Honolulu,1
2570775,3406 Ocean  Views Waikiki Banyan  Suite 1 Bedroom,1671879,Roger,Primary Urban Center,Primary Urban Center,21.27591,-157.82218,Entire home/apt,145,3,82,8/27/2019,1.27,5,0,Honolulu,4
2619024,"Historical home, heart of Waikiki 2 Parking/short.",13412580,Loan,Primary Urban Center,Primary Urban Center,21.27705,-157.82322,Entire home/apt,249,1,55,11/15/2019,0.83,2,280,Honolulu (Waikiki),4
2641935,Hahaione Hideaway Family part B,13526139,Manger,East Honolulu,East Honolulu,21.30826,-157.71256,Entire home/apt,240,4,66,11/18/2019,0.99,5,193,Honolulu,5
2695820,Waikiki Condo- 1 mins walk to beach on main strip!,11888197,Mai,Primary Urban Center,Primary Urban Center,21.27303,-157.81926,Entire home/apt,125,1,62,11/20/2019,0.91,15,247,Honolulu,2
2710380,Master Bedroom w/ Private Bathroom,8900546,Leos',Primary Urban Center,Primary Urban Center,21.31676,-157.84931,Private room,75,15,52,11/12/2019,0.76,13,337,Honolulu,2
2756823,AlaMoanaHotel $99( fee includes)!!!,14098943,Eddy & Ayumi,Primary Urban Center,Primary Urban Center,21.29123,-157.83826,Private room,99,2,137,10/14/2018,2.11,2,0,Honolulu,2
2778066,Best Ocean View-Deluxe-$119 - Free Parking - Legal,14208711,Thomas,Primary Urban Center,Primary Urban Center,21.28727,-157.83786,Entire home/apt,119,3,41,11/11/2019,0.91,10,320,Honolulu,1
2811961,Moana Lani - Stunning Oceanfront Home!,10496350,Elite Vacation Rentals,East Honolulu,East Honolulu,21.28149,-157.73734,Entire home/apt,5500,7,2,6/16/2018,0.03,54,340,Honolulu,12
2832261,Diamond Hd. Studio/Waikiki/Gold Coast/KapPark,14489559,Ann,Primary Urban Center,Primary Urban Center,21.26031,-157.81919,Entire home/apt,180,2,114,11/30/2019,2.3,1,216,Honolulu,4
2867209,Amazing 2 bedroom on Waikiki Beach,14422665,Evelyne,Primary Urban Center,Primary Urban Center,21.26355,-157.8208,Entire home/apt,300,30,0,,,1,328,Honolulu,1
2900218,Stunning central Honolulu penthouse (30 days+),14807311,Frederick,Primary Urban Center,Primary Urban Center,21.29686,-157.83387,Entire home/apt,550,30,1,1/10/2015,0.02,1,315,Honolulu,1
2900837,Surf Camp! 1 BDRM with Surf Lessons,14825612,Vin,Primary Urban Center,Primary Urban Center,21.28751,-157.83259,Entire home/apt,115,3,34,3/25/2016,0.51,3,0,Honolulu,2
2936863,~RAINBOW SUNRISE~ LEGAL PERMITTED RENTAL,740644,Gina,Primary Urban Center,Primary Urban Center,21.28796,-157.83336,Entire home/apt,120,1,196,11/14/2019,2.9,15,127,Honolulu,1
2960135,Diamond Head & ocean view Waikiki beach condo !,15109606,Hiroko,Primary Urban Center,Primary Urban Center,21.27229,-157.82079,Entire home/apt,120,1,51,12/1/2019,0.99,1,273,Honolulu,1
2989860,Superhost* Elegant Ocean View Waikiki Ilikai Hotel,2649097,Annie,Primary Urban Center,Primary Urban Center,21.28315,-157.83638,Entire home/apt,199,1,79,11/11/2019,1.46,12,10,Honolulu,2
2996275,DISCOUNTED  BAMBOO STUDIO w/separate full kitchen.,15274083,Hector,Primary Urban Center,Primary Urban Center,21.27605,-157.82348,Entire home/apt,135,7,8,9/4/2019,0.29,15,307,Honolulu,2
3006188,äù_¥ŸèHeart of Waikikiäù_¥Ÿè,1284411,Uncle Kimo,Primary Urban Center,Primary Urban Center,21.28149,-157.82278,Entire home/apt,115,5,88,11/22/2019,1.31,1,0,Honolulu,2
3022280,KV807 Waikiki 2463 Kuhio Ave Honolulu,12370863,Diana,Primary Urban Center,Primary Urban Center,21.2768,-157.82248,Entire home/apt,90,2,88,10/26/2019,1.31,9,0,Honolulu,1
3041019,Premium 1 Bedroom OV w/kitchenette.,15274083,Hector,Primary Urban Center,Primary Urban Center,21.28294,-157.83083,Entire home/apt,225,7,0,,,15,318,Honolulu,3
3051285,"Premium 1 Bedroom OV, full kitchen.",15274083,Hector,Primary Urban Center,Primary Urban Center,21.28518,-157.83089,Entire home/apt,225,7,0,,,15,318,Honolulu,3
3051306,WAIKIKI FULLY FURNISHED CONDO - Walk to the beach,15534537,Sheil,Primary Urban Center,Primary Urban Center,21.28454,-157.83088,Entire home/apt,95,30,10,10/3/2019,0.28,6,292,Honolulu,2
3052422,Enchanting Diamond Head/Kaimuki Abode,1119313,Natalie & Carl,Primary Urban Center,Primary Urban Center,21.27418,-157.79933,Entire home/apt,104,3,105,8/20/2019,1.58,2,197,Honolulu,2
3053415,"Premium 2 bedroom OV, Royal Garden.",15274083,Hector,Primary Urban Center,Primary Urban Center,21.28489,-157.8294,Entire home/apt,442,5,6,10/24/2018,0.1,15,0,Honolulu,4
3082426,ASTONISHING Ilikai Ocean Front/Diamond Head View,12909122,Patricia,Primary Urban Center,Primary Urban Center,21.28353,-157.83774,Entire home/apt,251,6,28,10/29/2019,0.44,2,273,Honolulu,2
3103432,King Size Bed Suite & City View,8900546,Leos',Primary Urban Center,Primary Urban Center,21.3133,-157.84959,Private room,99,20,41,9/2/2019,0.63,13,314,Honolulu,2
3133314,"Premium 3BR/2 full bath OceanView,  Royal Garden.",15274083,Hector,Primary Urban Center,Primary Urban Center,21.28342,-157.82998,Entire home/apt,542,7,30,11/5/2019,0.5,15,303,Honolulu,4
3193480,Premium Studio OV at Royal Garden.,15274083,Hector,Primary Urban Center,Primary Urban Center,21.28464,-157.83003,Entire home/apt,140,7,1,9/6/2019,0.33,15,318,Honolulu,1
3194388,Premium Studio high floor at Royal Garden.,15274083,Hector,Primary Urban Center,Primary Urban Center,21.28481,-157.83105,Entire home/apt,135,7,13,9/22/2019,0.32,15,256,Honolulu,2
3200122,"Bright, Clean, Quiet, Modern",16217332,Marcia,Primary Urban Center,Primary Urban Center,21.29851,-157.79174,Private room,65,5,71,10/25/2019,1.33,2,307,Honolulu,1
3201145,Ocean front Ilikai-Still booking Hawaii five O,16223210,Patricia (Pat),Primary Urban Center,Primary Urban Center,21.28162,-157.84025,Entire home/apt,189,3,93,11/22/2019,1.43,1,65,Honolulu,2
3204840,Affordable Waikiki Studio near Hilton,16239451,(Email hidden by Airbnb),Primary Urban Center,Primary Urban Center,21.28629,-157.83995,Entire home/apt,101,1,113,11/18/2019,1.7,1,0,Honolulu,1
3219880,KV1010A Waikiki 2 minute walk to beach,2349948,Hawaii Dream Realty TEAM,Primary Urban Center,Primary Urban Center,21.27671,-157.82285,Entire home/apt,99,2,117,11/14/2019,1.81,41,215,Honolulu,2
3220172,KV609A Waikiki 2450 Prince Edward St Honolulu,2349948,Hawaii Dream Realty TEAM,Primary Urban Center,Primary Urban Center,21.27549,-157.82365,Entire home/apt,95,2,131,11/6/2019,2,41,189,Honolulu,2
3220181,KV208A Waikiki 2450 Prince Edward St Honolulu,2349948,Hawaii Dream Realty TEAM,Primary Urban Center,Primary Urban Center,21.27649,-157.82415,Entire home/apt,89,2,62,11/2/2019,0.94,41,341,Honolulu,2
3220225,KV810A Waikiki 2450 Prince Edward St Honolulu,2349948,Hawaii Dream Realty TEAM,Primary Urban Center,Primary Urban Center,21.27536,-157.82253,Entire home/apt,92,2,134,10/28/2019,2.03,41,313,Honolulu,1
3220245,KV403A Waikiki 2450 Prince Edward St Honolulu,2349948,Hawaii Dream Realty TEAM,Primary Urban Center,Primary Urban Center,21.27544,-157.82384,Entire home/apt,90,2,117,11/13/2019,1.76,41,232,Honolulu,2
3232074,PM2004 Waikiki 2427 Kuhio Ave Honolulu,2349948,Hawaii Dream Realty TEAM,Primary Urban Center,Primary Urban Center,21.27556,-157.82328,Entire home/apt,115,2,99,11/17/2019,1.53,41,332,Honolulu,3
